text,label
i have to confess to feeling quite angry when i read some of the negative reviews of uses for boys some of which are basically victim blaming and slut shaming,anger
i feel like im the only one there with a brain not to be rude but i refuse to sit with loud and rude people so i sit alone with just myself and a good book,anger
i didn t feel like i was being punished and didn t feel any pain at any time,sadness
i started to feel really confused,fear
i cant help but feel how much burdened my parents are,sadness
i swear it felt like every single feeling of exhaustion i have had and then ignored in the last months came flooding back to me last night,sadness
i feel absolutely overwhelmed by it,fear
i didnt feel scared at all,fear
i discussed previously in my last blog post how apprehensive audiences have become towards bathrooms they automatically feel nervous which has become a fantastic trope for horror fiction,fear
i put my knitting down and covered my ears with my hands trying to minimize the feeling of being assaulted,fear
i was told it would make my arms go numb but i didnt feel anything numb about it as they pricked my arm with their so called baby iv,sadness
i asked him how it felt to be under a flogger wielded by me he said it made him feel more submissive to me that he was more and more mine at least for the night,sadness
im taking this to heart and feel that the gentle age of is the perfect time and place to engage in some fearlessness and wholesale change,love
i know that car enthusiasts are a bit tribal and youre all starting to feel suspicious about a car journalist whos turned to the dark side but dont worry i still prefer four wheels to two,fear
